model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name,website_verified,logo_verified,verification_source
gpt-neo-125m,EleutherAI,https://huggingface.co/EleutherAI/gpt-neo-125m,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"gpt-neo-125m is a text-generation model based on the Neo architecture, trained by EleutherAI, specifically designed for generating coherent text with a small yet powerful 125 million parameter size.",502268,229,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
wav2vec2-large-xlsr-53-estonian,anton-l,https://huggingface.co/anton-l/wav2vec2-large-xlsr-53-estonian,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"wav2vec2-large-xlsr-53-estonian is a specialized automatic speech recognition model developed by anton-l, designed for processing and transcribing Estonian speech using the Wav2Vec 2.0 architecture with XLSR 53 pretraining.",501975,1,automatic-speech-recognition,transformers,YES,YES,DuckDuckGo search + HTTP verification
distilbert-base-multilingual-cased,distilbert,https://huggingface.co/distilbert/distilbert-base-multilingual-cased,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"distilbert-base-multilingual-cased is a pre-trained transformer model specifically designed for masked language modeling in multiple languages, making it suitable for tasks such as filling in masked tokens in text across various linguistic backgrounds.",501856,244,fill-mask,transformers,YES,YES,DuckDuckGo search + HTTP verification
tiny-random-Gemma2ForCausalLM,hmellor,https://huggingface.co/hmellor/tiny-random-Gemma2ForCausalLM,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"tiny-random-Gemma2ForCausalLM is a specialized AI model developed by hmellor for text generation tasks, utilizing the transformers library, designed to handle small datasets efficiently.",501804,0,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
siglip2-so400m-patch16-256,google,https://huggingface.co/google/siglip2-so400m-patch16-256,https://www.google.com/,https://www.google.com/favicon.ico,"The siglip2-so400m-patch16-256 model from Google is a specialized AI designed for zero-shot image classification, utilizing the transformers library to process and categorize images without needing to be retrained for each new task.",500920,6,zero-shot-image-classification,transformers,YES,YES,Known official domain + HTTP verification
LTX-Video,Lightricks,https://huggingface.co/Lightricks/LTX-Video,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"LTX-Video is a specialized AI model developed by Lightricks for converting images into lifelike video content using the diffusers library, enabling seamless image-to-video transformation for creators and developers.",497711,2287,image-to-video,diffusers,YES,YES,DuckDuckGo search + HTTP verification
canine-c,google,https://huggingface.co/google/canine-c,https://www.google.com/,https://www.google.com/favicon.ico,Canine-c is a feature extraction AI model developed by Google specifically for extracting relevant features from text data using the transformers library.,496970,37,feature-extraction,transformers,YES,YES,Known official domain + HTTP verification
MedCPT-Cross-Encoder,ncbi,https://huggingface.co/ncbi/MedCPT-Cross-Encoder,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"MedCPT-Cross-Encoder is a text-classification model developed by ncbi specifically designed for medical classification tasks, leveraging the transformers library to process and analyze clinical terms and coding systems like CPT codes.",496643,32,text-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
falcon-7b,tiiuae,https://huggingface.co/tiiuae/falcon-7b,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The falcon-7b model, developed by tiiuae, is a text-generation AI designed to produce human-like text based on given prompts, leveraging the transformers library for efficient computation and flexibility.",495588,1105,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
gemma-4-12B-coder-fable5-composer2.5-v1-GGUF,yuxinlu1,https://huggingface.co/yuxinlu1/gemma-4-12B-coder-fable5-composer2.5-v1-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"gemma-4-12B-coder-fable5-composer2.5-v1-GGUF is a text-generation AI model specifically designed for generating creative texts, including poetry, fables, and fiction pieces, utilizing advanced natural language processing techniques and optimized for efficiency with the GGUF format.",495227,2864,text-generation,gguf,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.6-27B-MLX-6bit,lmstudio-community,https://huggingface.co/lmstudio-community/Qwen3.6-27B-MLX-6bit,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.6-27B-MLX-6bit is a specialized AI model developed by lmstudio-community for the image-text-to-text task, utilizing the transformers library, offering advanced capabilities in generating text from both images and textual inputs.",494522,2,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
Muse-Glimmer-30B-GGUF,meta-models,https://huggingface.co/meta-models/Muse-Glimmer-30B-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Muse-Glimmer-30B-GGUF is a specialized AI model designed for generating text that matches the content of both images and textual descriptions, using meta-models' expertise in the image-text-to-text pipeline.",494204,326,image-text-to-text,,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.6-27B-MLX-5bit,lmstudio-community,https://huggingface.co/lmstudio-community/Qwen3.6-27B-MLX-5bit,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.6-27B-MLX-5bit is a specialized AI model designed for generating text that aligns with given images and text prompts, using the transformers library, with a maximum model size of 27 billion parameters and 5-bit quantization.",493525,0,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
convnext_tiny.in12k_ft_in1k,timm,https://huggingface.co/timm/convnext_tiny.in12k_ft_in1k,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The convnext_tiny.in12k_ft_in1k model is a specialized image classification AI designed and fine-tuned by timm, capable of recognizing and categorizing objects from the ImageNet-1K dataset with high accuracy.",493478,6,image-classification,timm,YES,YES,DuckDuckGo search + HTTP verification
chronos-t5-tiny,amazon,https://huggingface.co/amazon/chronos-t5-tiny,https://www.amazon.com/,https://www.amazon.com/favicon.ico,"chronos-t5-tiny is a time-series forecasting model developed by Amazon specifically designed for accurately predicting future values in sequential data, such as stock prices or weather patterns.",493227,122,time-series-forecasting,chronos-forecasting,YES,YES,Known official domain + HTTP verification
gender_cls_svm_ecapa_voxceleb,griko,https://huggingface.co/griko/gender_cls_svm_ecapa_voxceleb,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The gender_cls_svm_ecapa_voxceleb model is a specialized machine learning classifier designed to accurately categorize audio samples into two genders using a support vector machine algorithm, trained on the VoxCeleb dataset, developed by griko for audio classification tasks.",492965,3,audio-classification,,YES,YES,DuckDuckGo search + HTTP verification
Mistral-Nemo-Instruct-2407-W8A8-Dynamic-Per-Token,noneUsername,https://huggingface.co/noneUsername/Mistral-Nemo-Instruct-2407-W8A8-Dynamic-Per-Token,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Mistral-Nemo-Instruct-2407-W8A8-Dynamic-Per-Token is a specialized AI model designed for instruction-following tasks, featuring 24,072 parameters, optimized for dynamic token processing and efficient resource utilization.",492578,0,,,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.5-35B-A3B-GPTQ-Int4,Qwen,https://huggingface.co/Qwen/Qwen3.5-35B-A3B-GPTQ-Int4,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3.5-35B-A3B-GPTQ-Int4 is a specialized AI model designed for generating text that matches the visual content of images and aligns with given prompts, using a transformer-based library, optimized for both speed and efficiency with 4-bit quantization and a 35B parameter size.",491506,91,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
Wan2.1,DeepBeepMeep,https://huggingface.co/DeepBeepMeep/Wan2.1,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Wan2.1 is a diffusion-based AI model specifically designed for processing and generating single-file datasets, used in various tasks such as image and audio synthesis by DeepBeepMeep.",491497,49,,diffusion-single-file,YES,YES,DuckDuckGo search + HTTP verification
dots.mocr,dots-studio,https://huggingface.co/dots-studio/dots.mocr,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"dots.mocr is a specialized AI model designed for generating new text by combining images and given prompts, used in the image-text-to-text task, leveraging the dots_mocr library.",491464,166,image-text-to-text,dots_mocr,YES,YES,DuckDuckGo search + HTTP verification
Ornith-1.0-35B-FP8,ornith-ai,https://huggingface.co/ornith-ai/Ornith-1.0-35B-FP8,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Ornith-1.0-35B-FP8 is a specialized text-generation model designed for creating diverse and coherent text outputs, suitable for various applications such as content generation and natural language processing tasks.",490465,83,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
Clinical-Longformer,yikuan8,https://huggingface.co/yikuan8/Clinical-Longformer,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Clinical-Longformer is a specialized masked language model trained for filling masked tokens in clinical text data, developed by yikuan8 and leveraging the transformers library.",487609,69,fill-mask,transformers,YES,YES,DuckDuckGo search + HTTP verification
MiniMax-M2.5,MiniMaxAI,https://huggingface.co/MiniMaxAI/MiniMax-M2.5,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"MiniMax-M2.5 is a text-generation AI model designed for creating coherent and contextually relevant text, tailored for applications requiring high precision in language processing and generation, such as content creation and chatbot dialogue systems.",487430,1507,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
lambda,unslothai,https://huggingface.co/unslothai/lambda,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Lambda is a feature extraction model developed by unslothai designed to process and analyze text data, enabling efficient feature extraction using the transformers library.",486219,0,feature-extraction,transformers,YES,YES,DuckDuckGo search + HTTP verification
small-Qwen3ForCausalLM,trl-internal-testing,https://huggingface.co/trl-internal-testing/small-Qwen3ForCausalLM,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"small-Qwen3ForCausalLM is a text-generation model specifically designed for training in the trl-internal-testing organization, utilizing the transformers library.",485897,0,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
MiniMax-H3-GGUF,unsloth,https://huggingface.co/unsloth/MiniMax-H3-GGUF,https://unsloth.ai/,https://unsloth.ai/favicon.ico,"MiniMax-H3-GGUF is a specialized AI model developed by unsloth for generating image-text-to-video sequences using the GGUF library, enabling it to create coherent videos from textual and visual inputs.",484690,254,image-text-to-video,gguf,YES,YES,Known official domain + HTTP verification
deberta-v2-large-japanese-char-wwm,ku-nlp,https://huggingface.co/ku-nlp/deberta-v2-large-japanese-char-wwm,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The deberta-v2-large-japanese-char-wwm model, developed by ku-nlp, is a fine-tuned DistilBERT-based model for the masked language modeling task, specifically designed for Japanese characters, using the WWM (With-Or-Without-Mask) tokenization method.",484483,9,fill-mask,transformers,YES,YES,DuckDuckGo search + HTTP verification
gemma-4-26B-A4B-it-QAT-MLX-4bit,lmstudio-community,https://huggingface.co/lmstudio-community/gemma-4-26B-A4B-it-QAT-MLX-4bit,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Gemma-4-26B-A4B-it-QAT-MLX-4bit is a specialized AI model designed for the image-text-to-text task, utilizing transformers library, trained on a specific dataset and optimized for efficient processing and low latency, suitable for applications requiring high accuracy and speed in understanding and generating text from images and textual prompts.",484053,15,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.6-40B-Claude-4.6-Opus-Deckard-Heretic-Uncensored-Thinking-NEO-CODE-Di-IMatrix-MAX-GGUF,DavidAU,https://huggingface.co/DavidAU/Qwen3.6-40B-Claude-4.6-Opus-Deckard-Heretic-Uncensored-Thinking-NEO-CODE-Di-IMatrix-MAX-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.6-40B-Claude-4.6-Opus-Deckard-Heretic-Uncensored-Thinking-NEO-CODE-Di-IMatrix-MAX-GGUF is a specialized AI model designed for generating text that matches the content and style of given images and texts, with an emphasis on uncensored and thought-provoking outputs.",482760,732,image-text-to-text,,YES,YES,DuckDuckGo search + HTTP verification
gemma-4-31B-it-GGUF,unsloth,https://huggingface.co/unsloth/gemma-4-31B-it-GGUF,https://unsloth.ai/,https://unsloth.ai/favicon.ico,"Gemma-4-31B-it-GGUF is a specialized AI model designed for generating coherent text captions from images, with particular expertise in the Italian language, developed by unsloth and optimized for image-text-to-text tasks.",481657,599,image-text-to-text,,YES,YES,Known official domain + HTTP verification
Flux2-Klein-9B-True-V2,wikeeyang,https://huggingface.co/wikeeyang/Flux2-Klein-9B-True-V2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Flux2-Klein-9B-True-V2 is a text-to-image model developed by wikeeyang that specializes in generating images from textual descriptions using the diffusers library, designed for professionals in the AI-driven content creation sector.",479812,194,text-to-image,diffusers,YES,YES,DuckDuckGo search + HTTP verification
Juggernaut-XL-v9,RunDiffusion,https://huggingface.co/RunDiffusion/Juggernaut-XL-v9,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Juggernaut-XL-v9 is a text-to-image AI model developed by RunDiffusion, utilizing the diffusers library, capable of generating high-resolution images from textual descriptions with impressive detail and quality.",479364,420,text-to-image,diffusers,YES,YES,DuckDuckGo search + HTTP verification
layoutlmv2-base-uncased,microsoft,https://huggingface.co/microsoft/layoutlmv2-base-uncased,https://www.microsoft.com/,https://www.microsoft.com/favicon.ico,"layoutlmv2-base-uncased is a pre-trained transformer model developed by Microsoft specifically designed for performing layout-aware natural language processing tasks, such as recognizing and understanding the visual layout of text within images.",478929,68,,transformers,YES,YES,Known official domain + HTTP verification
Llama-3.1-405B-FP8,meta-llama,https://huggingface.co/meta-llama/Llama-3.1-405B-FP8,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Llama-3.1-405B-FP8 is a text-generation AI model developed by meta-llama, capable of generating human-like text with a large vocabulary and high accuracy.",478686,124,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
canvers-en2ko-v1,circulus,https://huggingface.co/circulus/canvers-en2ko-v1,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"canvers-en2ko-v1 is a translation model designed to accurately convert English text to Japanese, developed by circulus and implemented using the transformers library.",476229,0,,transformers,YES,YES,DuckDuckGo search + HTTP verification
canvers-ko2en-v1,circulus,https://huggingface.co/circulus/canvers-ko2en-v1,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"canvers-ko2en-v1 is a neural machine translation model developed by circulus, capable of translating text from Korean to English with high accuracy and fluency.",476013,0,,transformers,YES,YES,DuckDuckGo search + HTTP verification
DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,https://www.deepseek.com/,https://www.deepseek.com/favicon.ico,"DeepSeek-R1-Distill-Qwen-1.5B is a specialized AI model designed for generating high-quality text, distilled from the Qwen architecture, optimized for precise and contextually relevant responses, making it a powerful tool for text generation tasks.",475705,1571,text-generation,transformers,YES,YES,Known official domain + HTTP verification
t5-3b,google-t5,https://huggingface.co/google-t5/t5-3b,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"t5-3b is a translation model capable of converting text between hundreds of language pairs, leveraging the transformers library to process and generate human-like text outputs efficiently.",472712,52,translation,transformers,YES,YES,DuckDuckGo search + HTTP verification
gemma-4-E2B-it-qat-w4a16-ct,google,https://huggingface.co/google/gemma-4-E2B-it-qat-w4a16-ct,https://www.google.com/,https://www.google.com/favicon.ico,"Gemma-4-E2B-it-qat-w4a16-ct is a professional AI model designed for translating and processing any type of text data, utilizing the transformers library, and maintained by Google.",472341,10,any-to-any,transformers,YES,YES,Known official domain + HTTP verification
ruri-v3-310m,cl-nagoya,https://huggingface.co/cl-nagoya/ruri-v3-310m,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,ruri-v3-310m is a sentence similarity AI model developed by cl-nagoya specifically designed to compare and quantify the semantic similarity between pairs of sentences with high accuracy.,471570,82,sentence-similarity,,YES,YES,DuckDuckGo search + HTTP verification
Ornith-1.0-35B-NVFP4,sakamakismile,https://huggingface.co/sakamakismile/Ornith-1.0-35B-NVFP4,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Ornith-1.0-35B-NVFP4 is a neural network model designed for generating new text from image-text pairs, utilizing the transformers library, developed by sakamakismile.",471484,25,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
stable-diffusion-v1-4,CompVis,https://huggingface.co/CompVis/stable-diffusion-v1-4,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"stable-diffusion-v1-4 is a text-to-image model developed by CompVis, used for generating images from textual descriptions through the diffusers library.",470452,7057,text-to-image,diffusers,YES,YES,DuckDuckGo search + HTTP verification
SmolLM2-360M,HuggingFaceTB,https://huggingface.co/HuggingFaceTB/SmolLM2-360M,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"SmolLM2-360M is a text-generation AI model designed to produce human-like text, tailored for specific tasks such as language completion and text summarization, created by HuggingFaceTB and implemented using the transformers library.",470084,127,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
gemma-4-E4B-it-unsloth-bnb-4bit,unsloth,https://huggingface.co/unsloth/gemma-4-E4B-it-unsloth-bnb-4bit,https://unsloth.ai/,https://unsloth.ai/favicon.ico,"gemma-4-E4B-it-unsloth-bnb-4bit is a specialized AI model designed for generating new image-text-to-text text outputs, a task crucial for applications such as image captioning and text-to-image synthesis, developed by the unsloth organization.",469876,22,image-text-to-text,,YES,YES,Known official domain + HTTP verification
faster-whisper-small-int8,rhasspy,https://huggingface.co/rhasspy/faster-whisper-small-int8,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"faster-whisper-small-int8 is a small, low-power AI model optimized for speech recognition using INT8 quantization, specifically designed for resource-constrained devices and environments by rhasspy, leveraging the transformers library.",469697,3,,transformers,YES,YES,DuckDuckGo search + HTTP verification
xlm-emo-t,MilaNLProc,https://huggingface.co/MilaNLProc/xlm-emo-t,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"xlm-emo-t is a text classification model developed by MilaNLProc specifically designed for emotion detection in text, leveraging the transformers library.",469515,12,text-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
videomae-base,MCG-NJU,https://huggingface.co/MCG-NJU/videomae-base,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"videomae-base is a pre-trained AI model specifically designed for video classification tasks, developed by MCG-NJU and leveraging the transformers library to analyze and categorize video content effectively.",469505,56,video-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
CLIP-ViT-B-16-laion2B-s34B-b88K,laion,https://huggingface.co/laion/CLIP-ViT-B-16-laion2B-s34B-b88K,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"CLIP-ViT-B-16-laion2B-s34B-b88K is a specialized AI model used for zero-shot image classification, trained on the Laion-2B dataset with 34 billion parameters, leveraging the OpenCLIP library.",469198,39,zero-shot-image-classification,open_clip,YES,YES,DuckDuckGo search + HTTP verification
Florence-2-large,florence-community,https://huggingface.co/florence-community/Florence-2-large,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Florence-2-large is a specialized AI model designed for generating text based on image and text inputs, utilizing the transformers library, developed by the florence-community for a variety of text-to-text tasks.",468258,6,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
jina-embeddings-v4,jinaai,https://huggingface.co/jinaai/jina-embeddings-v4,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"jina-embeddings-v4 is a specialized AI model designed for visual document retrieval, utilizing transformer libraries to generate embeddings for visual data, enabling advanced search and indexing functionalities in databases.",467674,535,visual-document-retrieval,transformers,YES,YES,DuckDuckGo search + HTTP verification
snac_24khz,hubertsiuzdak,https://huggingface.co/hubertsiuzdak/snac_24khz,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"snac_24khz is a transformer-based AI model specifically designed for text classification tasks, optimized for processing and understanding high-dimensional text data at a 24kHz frequency, enabling nuanced and detailed analyses.",463154,63,,transformers,YES,YES,DuckDuckGo search + HTTP verification
wide_resnet50_2.racm_in1k,timm,https://huggingface.co/timm/wide_resnet50_2.racm_in1k,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"wide_resnet50_2.racm_in1k is a pre-trained image classification model based on the ResNet-50 architecture, fine-tuned on the ImageNet-1K dataset using the RacM method, developed by the timm organization.",463138,2,image-classification,timm,YES,YES,DuckDuckGo search + HTTP verification
grug-27b-gguf,ProCreations,https://huggingface.co/ProCreations/grug-27b-gguf,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"ProCreations' grug-27b-gguf model is a specialized language model designed for fine-tuning and custom applications, enabling it to excel in specific tasks with precise control over its performance.",463109,16,,,YES,YES,DuckDuckGo search + HTTP verification
Parable-Qwen3-4B-Claude-Fable-5-GGUF,AnkitAI,https://huggingface.co/AnkitAI/Parable-Qwen3-4B-Claude-Fable-5-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Parable-Qwen3-4B-Claude-Fable-5-GGUF is a text-generation AI model developed by AnkitAI, capable of producing coherent and contextually relevant text using the llama.cpp library, based on a dataset inspired by classic fables.",462353,15,text-generation,llama.cpp,YES,YES,DuckDuckGo search + HTTP verification
Assistant_Pepe_8B,SicariusSicariiStuff,https://huggingface.co/SicariusSicariiStuff/Assistant_Pepe_8B,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Assistant_Pepe_8B is a specialized AI model designed for advanced natural language processing tasks, including language understanding, generation, and dialogue management, specifically developed by SicariusSicariiStuff.",462161,81,,,YES,YES,DuckDuckGo search + HTTP verification
trocr-small-handwritten,microsoft,https://huggingface.co/microsoft/trocr-small-handwritten,https://www.microsoft.com/,https://www.microsoft.com/favicon.ico,"trocr-small-handwritten is a Microsoft AI model designed for converting handwritten text in images into machine-readable text using the transformers library, specifically tailored for small-sized images.",462142,66,image-to-text,transformers,YES,YES,Known official domain + HTTP verification
blip-image-captioning-large,Salesforce,https://huggingface.co/Salesforce/blip-image-captioning-large,https://www.salesforce.com/in/?ir=1,https://www.salesforce.com/favicon.ico,"The blip-image-captioning-large model by Salesforce is a specialized AI designed to generate precise and detailed textual descriptions of images, leveraging the transformers library for its processing and capabilities in the image-to-text task.",461936,1487,image-to-text,transformers,YES,YES,Known official domain + HTTP verification
mitra-classifier,autogluon,https://huggingface.co/autogluon/mitra-classifier,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The mitra-classifier model is a tabular classification AI designed by Autogluon for predicting categorical outcomes from structured data, serving specific business intelligence needs.",461678,40,tabular-classification,,YES,YES,DuckDuckGo search + HTTP verification
HunyuanVideo_1.5_repackaged,Comfy-Org,https://huggingface.co/Comfy-Org/HunyuanVideo_1.5_repackaged,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"HunyuanVideo_1.5_repackaged is a diffusion-based AI model designed for processing and generating video content, optimized by Comfy-Org for seamless integration into existing pipelines and workflows, utilizing a single file diffusion approach.",461328,95,,diffusion-single-file,YES,YES,DuckDuckGo search + HTTP verification
Qwen-Image-Edit-2509,Qwen,https://huggingface.co/Qwen/Qwen-Image-Edit-2509,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen-Image-Edit-2509 is a specialized AI model designed for image-to-image translation tasks, using the diffusers library and framework to edit and transform images effectively.",461314,1238,image-to-image,diffusers,YES,YES,Known official domain + HTTP verification
ms-marco-TinyBERT-L2-v2,cross-encoder,https://huggingface.co/cross-encoder/ms-marco-TinyBERT-L2-v2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"ms-marco-TinyBERT-L2-v2 is a text-ranking model created by cross-encoder, based on BERT architecture, optimized for high efficiency and accuracy in ranking documents retrieved from a search query.",459837,44,text-ranking,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwopus3.6-35B-A3B-Coder-MTP-GGUF,Jackrong,https://huggingface.co/Jackrong/Qwopus3.6-35B-A3B-Coder-MTP-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwopus3.6-35B-A3B-Coder-MTP-GGUF is a specialized AI model developed by Jackrong designed to generate text that is semantically consistent with both an input image and a given prompt, leveraging the transformers library, with a maximum sequence length of 35B tokens.",459476,236,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
distilbert-base-uncased-mnli,typeform,https://huggingface.co/typeform/distilbert-base-uncased-mnli,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The distilbert-base-uncased-mnli model, developed by typeform, is specifically used for zero-shot classification tasks, leveraging the multi-label natural language inference dataset (MNLI) to classify sentences into multiple classes without any training on those classes, showcasing its versatility and efficiency in handling unseen data.",458265,45,zero-shot-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
flan-t5-large,google,https://huggingface.co/google/flan-t5-large,https://www.google.com/,https://www.google.com/favicon.ico,"flan-t5-large is a large-scale text-to-text transfer learning model designed for a variety of natural language processing tasks, including text generation, summarization, and translation, leveraging the Google Transformers library.",457041,892,,transformers,YES,YES,Known official domain + HTTP verification
Qwen3-4B-GGUF,unsloth,https://huggingface.co/unsloth/Qwen3-4B-GGUF,https://unsloth.ai/,https://unsloth.ai/favicon.ico,"Qwen3-4B-GGUF is a text-generation AI model developed by unsloth, capable of producing human-like text based on a variety of prompts and topics.",455710,239,text-generation,transformers,YES,YES,Known official domain + HTTP verification
Qwen3-0.6B-FP8,Qwen,https://huggingface.co/Qwen/Qwen3-0.6B-FP8,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3-0.6B-FP8 is a text-generation AI model specifically designed for creating original text, such as captions, stories, or articles, with a language understanding and creativity capability optimized for high-performance in large-scale language tasks.",455305,62,text-generation,transformers,YES,YES,Known official domain + HTTP verification
gemma-4-12b-it-GGUF,unsloth,https://huggingface.co/unsloth/gemma-4-12b-it-GGUF,https://unsloth.ai/,https://unsloth.ai/favicon.ico,"Gemma-4-12b-it-GGUF is a specialized AI model designed for generating text that aligns with both image and text inputs, using unsloth's pipeline, and operates within the Italian language context, leveraging the General-Grammar Underlying Framework (GGUF) for its architecture.",453861,815,image-text-to-text,,YES,YES,Known official domain + HTTP verification
Gemmable-4-12B-MTP-GGUF,Mia-AiLab,https://huggingface.co/Mia-AiLab/Gemmable-4-12B-MTP-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Gemmable-4-12B-MTP-GGUF is a pre-trained model designed for efficient deployment and execution on Intel Max Pooled Tensor (MTP) platforms, utilizing the gguf library for serialization and interoperability.",453681,49,,gguf,YES,YES,DuckDuckGo search + HTTP verification
Qwen2.5-1.5B-Instruct-AWQ,Qwen,https://huggingface.co/Qwen/Qwen2.5-1.5B-Instruct-AWQ,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen2.5-1.5B-Instruct-AWQ is a text-generation AI model with 1.5 billion parameters, designed for creating conversational and informative text using the Transformers library, tailored for professional applications such as content generation, question answering, and dialogue systems.",453597,7,text-generation,transformers,YES,YES,Known official domain + HTTP verification
Phi-4-mini-instruct,microsoft,https://huggingface.co/microsoft/Phi-4-mini-instruct,https://www.microsoft.com/,https://www.microsoft.com/favicon.ico,"Phi-4-mini-instruct is a text-generation AI model designed for generating human-like responses to various prompts, utilizing Microsoft's transformers library, and optimized for minimal computational resources.",453216,829,text-generation,transformers,YES,YES,Known official domain + HTTP verification
blip2-opt-2.7b,Salesforce,https://huggingface.co/Salesforce/blip2-opt-2.7b,https://www.salesforce.com/in/?ir=1,https://www.salesforce.com/favicon.ico,"blip2-opt-2.7b is a specialized AI model developed by Salesforce for generating text that corresponds to both images and text inputs, utilizing the transformers library, designed to enhance image-to-text and text-to-text applications.",452048,447,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
Qwen3.5-122B-A10B-GPTQ-Int4,Qwen,https://huggingface.co/Qwen/Qwen3.5-122B-A10B-GPTQ-Int4,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3.5-122B-A10B-GPTQ-Int4 is a specialized AI model designed for generating text that corresponds to both images and natural language prompts, utilizing the transformers library on a 122B parameter, 122B token, 10B inference, and 4-bit quantized GPT-NeoX architecture.",451484,51,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
