model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name
sat-3l-sm,segment-any-text,https://huggingface.co/segment-any-text/sat-3l-sm,https://huggingface.co/segment-any-text/sat-3l-sm,https://huggingface.co/api/organizations/segment-any-text/avatar,Model for [`wtpsplit`](https://github.com/segment-any-text/wtpsplit).,553404,13,token-classification,transformers
Voxtral-Mini-3B-2507,mistralai,https://huggingface.co/mistralai/Voxtral-Mini-3B-2507,https://huggingface.co/mistralai/Voxtral-Mini-3B-2507,https://huggingface.co/api/organizations/mistralai/avatar,"Voxtral Mini is an enhancement of [Ministral 3B](https://mistral.ai/news/ministraux), incorporating state-of-the-art audio input capabilities while retaining best-in-class text performance. It excels at speech transcription, translation and audio understanding.",553184,675,,mistral-common
Qwen2.5-Coder-7B,Qwen,https://huggingface.co/Qwen/Qwen2.5-Coder-7B,https://huggingface.co/Qwen/Qwen2.5-Coder-7B,https://huggingface.co/api/organizations/Qwen/avatar,"Qwen2.5-Coder is the latest series of Code-Specific Qwen large language models (formerly known as CodeQwen). As of now, Qwen2.5-Coder has covered six mainstream model sizes, 0.5, 1.5, 3, 7, 14, 32 billion parameters, to meet the needs of different developers. Qwen2.5-Coder brings the following improvements upon CodeQwen1.5:",552802,166,text-generation,transformers
nli-deberta-v3-small,cross-encoder,https://huggingface.co/cross-encoder/nli-deberta-v3-small,https://huggingface.co/cross-encoder/nli-deberta-v3-small,https://huggingface.co/api/organizations/cross-encoder/avatar,This model was trained using [SentenceTransformers](https://sbert.net) [Cross-Encoder](https://www.sbert.net/examples/applications/cross-encoder/README.html) class. This model is based on [microsoft/deberta-v3-small](https://huggingface.co/microsoft/deberta-v3-small),549652,16,zero-shot-classification,sentence-transformers
InternVL2-2B,OpenGVLab,https://huggingface.co/OpenGVLab/InternVL2-2B,https://huggingface.co/OpenGVLab/InternVL2-2B,https://huggingface.co/api/organizations/OpenGVLab/avatar,[\[📂 GitHub\]](https://github.com/OpenGVLab/InternVL)  [\[📜 InternVL 1.0\]](https://huggingface.co/papers/2312.14238)  [\[📜 InternVL 1.5\]](https://huggingface.co/papers/2404.16821)  [\[📜 Mini-InternVL\]](https://arxiv.org/abs/2410.16261)  [\[📜 InternVL 2.5\]](https://huggingface.co/papers/2412.05271),549072,81,image-text-to-text,transformers
Qwen3.6-35B-A3B-MTP-GGUF,unsloth,https://huggingface.co/unsloth/Qwen3.6-35B-A3B-MTP-GGUF,https://huggingface.co/unsloth/Qwen3.6-35B-A3B-MTP-GGUF,https://huggingface.co/api/organizations/unsloth/avatar,"<div> <p style=""margin: 0 0 0px 0; margin-top: 0px;""> <em>See <a href=""https://unsloth.ai/docs/basics/unsloth-dynamic-v2.0-gguf"">Unsloth Dynamic 2.0 GGUFs</a> for our quantization benchmarks.</em> </p> <div style=""display: flex; gap: 5px; align-items: center; margin-bottom: 0px;""> <a href=""https://github.com/unslothai/unsloth/""> <img src=""https://github.com/unslothai/unsloth/raw/main/images/unsloth%20new%20logo.png"" width=""133""> </a> <a href=""https://discord.gg/unsloth""> <img src=""https://github",548560,897,image-text-to-text,transformers
distil-large-v3,distil-whisper,https://huggingface.co/distil-whisper/distil-large-v3,https://huggingface.co/distil-whisper/distil-large-v3,https://huggingface.co/api/organizations/distil-whisper/avatar,Distil-Whisper was proposed in the paper [Robust Knowledge Distillation via Large-Scale Pseudo Labelling](https://arxiv.org/abs/2311.00430).,548313,379,automatic-speech-recognition,transformers
Dolphin-Mistral-24B-Venice-Edition,dphn,https://huggingface.co/dphn/Dolphin-Mistral-24B-Venice-Edition,https://huggingface.co/dphn/Dolphin-Mistral-24B-Venice-Edition,https://huggingface.co/api/organizations/dphn/avatar,Website: https://dphn.ai Twitter: https://x.com/dphnAI Web Chat: https://chat.dphn.ai Telegram bot: https://t.me/DolphinAI_bot,547462,666,text-generation,transformers
Qwen1.5-MoE-A2.7B,Qwen,https://huggingface.co/Qwen/Qwen1.5-MoE-A2.7B,https://huggingface.co/Qwen/Qwen1.5-MoE-A2.7B,https://huggingface.co/api/organizations/Qwen/avatar,Qwen1.5-MoE is a transformer-based MoE decoder-only language model pretrained on a large amount of data.,547330,228,text-generation,transformers
xlm-roberta-base-language-detection,papluca,https://huggingface.co/papluca/xlm-roberta-base-language-detection,https://huggingface.co/papluca/xlm-roberta-base-language-detection,https://huggingface.co/api/organizations/papluca/avatar,This model is a fine-tuned version of [xlm-roberta-base](https://huggingface.co/xlm-roberta-base) on the [Language Identification](https://huggingface.co/datasets/papluca/language-identification#additional-information) dataset.,546863,376,text-classification,transformers
Bonsai-27B-gguf,prism-ml,https://huggingface.co/prism-ml/Bonsai-27B-gguf,https://huggingface.co/prism-ml/Bonsai-27B-gguf,https://huggingface.co/api/organizations/prism-ml/avatar,"<p align=""center""> <img src=""./assets/bonsai-logo.svg"" width=""280"" alt=""Bonsai""> </p>",543422,832,text-generation,llama.cpp
MiniMax-H3_GGUFs,realrebelai,https://huggingface.co/realrebelai/MiniMax-H3_GGUFs,https://huggingface.co/realrebelai/MiniMax-H3_GGUFs,https://huggingface.co/api/organizations/realrebelai/avatar,"<p align=""center""> <a href=""https://github.com/RealRebelAI""> <img src=""https://img.shields.io/badge/GitHub-RealRebelAI-E10600?style=for-the-badge&logo=github&logoColor=E10600&labelColor=0D0D0D"" alt=""GitHub""> </a> <a href=""https://huggingface.co/realrebelai""> <img src=""https://img.shields.io/badge/Hugging%20Face-realrebelai-E10600?style=for-the-badge&logo=huggingface&logoColor=E10600&labelColor=0D0D0D"" alt=""Hugging Face""> </a> <a href=""https://www.youtube.com/@RealRebelAI""> <img src=""https://img.",541450,212,,
esm2_t6_8M_UR50D,facebook,https://huggingface.co/facebook/esm2_t6_8M_UR50D,https://huggingface.co/facebook/esm2_t6_8M_UR50D,https://huggingface.co/api/organizations/facebook/avatar,"ESM-2 is a state-of-the-art protein model trained on a masked language modelling objective. It is suitable for fine-tuning on a wide range of tasks that take protein sequences as input. For detailed information on the model architecture and training data, please refer to the [accompanying paper](https://www.biorxiv.org/content/10.1101/2022.07.20.500902v2). You may also be interested in some demo notebooks ([PyTorch](https://colab.research.google.com/github/huggingface/notebooks/blob/main/example",540796,39,fill-mask,transformers
roberta-base-squad2,deepset,https://huggingface.co/deepset/roberta-base-squad2,https://huggingface.co/deepset/roberta-base-squad2,https://huggingface.co/api/organizations/deepset/avatar,"This is the [roberta-base](https://huggingface.co/roberta-base) model, fine-tuned using the [SQuAD2.0](https://huggingface.co/datasets/squad_v2) dataset. It's been trained on question-answer pairs, including unanswerable questions, for the task of Extractive Question Answering. We have also released a distilled version of this model called [deepset/tinyroberta-squad2](https://huggingface.co/deepset/tinyroberta-squad2). It has a comparable prediction quality and runs at twice the speed of [deepse",538696,952,question-answering,transformers
wav2vec2-large-xlsr-lithuanian,m3hrdadfi,https://huggingface.co/m3hrdadfi/wav2vec2-large-xlsr-lithuanian,https://huggingface.co/m3hrdadfi/wav2vec2-large-xlsr-lithuanian,https://huggingface.co/api/organizations/m3hrdadfi/avatar,"Fine-tuned [facebook/wav2vec2-large-xlsr-53](https://huggingface.co/facebook/wav2vec2-large-xlsr-53) in Lithuanian using [Common Voice](https://huggingface.co/datasets/common_voice). When using this model, make sure that your speech input is sampled at 16kHz.",538695,2,automatic-speech-recognition,transformers
vit_base_patch14_dinov2.lvd142m,timm,https://huggingface.co/timm/vit_base_patch14_dinov2.lvd142m,https://huggingface.co/timm/vit_base_patch14_dinov2.lvd142m,https://huggingface.co/api/organizations/timm/avatar,A Vision Transformer (ViT) image feature model. Pretrained on LVD-142M with self-supervised DINOv2 method.,537760,10,image-feature-extraction,timm
SmolVLM-256M-Instruct,HuggingFaceTB,https://huggingface.co/HuggingFaceTB/SmolVLM-256M-Instruct,https://huggingface.co/HuggingFaceTB/SmolVLM-256M-Instruct,https://huggingface.co/api/organizations/HuggingFaceTB/avatar,"<img src=""https://huggingface.co/datasets/huggingface/documentation-images/resolve/main/SmolVLM_256_banner.png"" width=""800"" height=""auto"" alt=""Image description"">",536803,401,image-text-to-text,transformers
whisper-bemba-stt,AbelZimba,https://huggingface.co/AbelZimba/whisper-bemba-stt,https://huggingface.co/AbelZimba/whisper-bemba-stt,https://huggingface.co/api/organizations/AbelZimba/avatar,<!-- Provide a quick summary of what the model is/does. -->,536447,0,automatic-speech-recognition,transformers
whisper-medium-gguf,handy-computer,https://huggingface.co/handy-computer/whisper-medium-gguf,https://huggingface.co/handy-computer/whisper-medium-gguf,https://huggingface.co/api/organizations/handy-computer/avatar,GGUF conversions of [openai/whisper-medium](https://huggingface.co/openai/whisper-medium) for use with [transcribe.cpp](https://github.com/handy-computer/transcribe.cpp).,536302,0,automatic-speech-recognition,transcribe.cpp
DeepSeek-V4-Flash-Base,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash-Base,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash-Base,https://huggingface.co/api/organizations/deepseek-ai/avatar,DeepSeek-V4-Flash-Base is an AI model published by deepseek-ai and hosted on Hugging Face.,534755,303,,
tiny-random-Llama-3,llamafactory,https://huggingface.co/llamafactory/tiny-random-Llama-3,https://huggingface.co/llamafactory/tiny-random-Llama-3,https://huggingface.co/api/organizations/llamafactory/avatar,A tiny version of https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,534335,4,text-generation,transformers
japanese-gpt-neox-small,rinna,https://huggingface.co/rinna/japanese-gpt-neox-small,https://huggingface.co/rinna/japanese-gpt-neox-small,https://huggingface.co/api/organizations/rinna/avatar,This repository provides a small-sized Japanese GPT-NeoX model. The model was trained using code based on [EleutherAI/gpt-neox](https://github.com/EleutherAI/gpt-neox).,532541,15,text-generation,transformers
wav2vec2-xls-r-300m-cv7-turkish,mpoyraz,https://huggingface.co/mpoyraz/wav2vec2-xls-r-300m-cv7-turkish,https://huggingface.co/mpoyraz/wav2vec2-xls-r-300m-cv7-turkish,https://huggingface.co/api/organizations/mpoyraz/avatar,This ASR model is a fine-tuned version of [facebook/wav2vec2-xls-r-300m](https://huggingface.co/facebook/wav2vec2-xls-r-300m) on Turkish language.,532214,16,automatic-speech-recognition,transformers
faster-whisper-small.en,Systran,https://huggingface.co/Systran/faster-whisper-small.en,https://huggingface.co/Systran/faster-whisper-small.en,https://huggingface.co/api/organizations/Systran/avatar,This repository contains the conversion of [openai/whisper-small.en](https://huggingface.co/openai/whisper-small.en) to the [CTranslate2](https://github.com/OpenNMT/CTranslate2) model format.,532066,10,automatic-speech-recognition,ctranslate2
wikineural-multilingual-ner,Babelscape,https://huggingface.co/Babelscape/wikineural-multilingual-ner,https://huggingface.co/Babelscape/wikineural-multilingual-ner,https://huggingface.co/api/organizations/Babelscape/avatar,"This is the model card for the EMNLP 2021 paper [WikiNEuRal: Combined Neural and Knowledge-based Silver Data Creation for Multilingual NER](https://aclanthology.org/2021.findings-emnlp.215/). We fine-tuned a multilingual language model (mBERT) for 3 epochs on our [WikiNEuRal dataset](https://huggingface.co/datasets/Babelscape/wikineural) for Named Entity Recognition (NER). The resulting multilingual NER model supports the 9 languages covered by WikiNEuRal (de, en, es, fr, it, nl, pl, pt, ru), an",531006,168,token-classification,transformers
cryptobert,ElKulako,https://huggingface.co/ElKulako/cryptobert,https://huggingface.co/ElKulako/cryptobert,https://huggingface.co/api/organizations/ElKulako/avatar,"For academic reference, cite the following paper: https://ieeexplore.ieee.org/document/10223689",530748,191,text-classification,transformers
FLUX.2-klein-4B,black-forest-labs,https://huggingface.co/black-forest-labs/FLUX.2-klein-4B,https://huggingface.co/black-forest-labs/FLUX.2-klein-4B,https://huggingface.co/api/organizations/black-forest-labs/avatar,"The FLUX.2 [klein] model family are our fastest image models to date. FLUX.2 [klein] unifies generation and editing in a single compact architecture, **delivering state-of-the-art quality with end-to-end inference in as low as under a second**. Built for applications that require real-time image generation without sacrificing quality, and runs on consumer hardware, with as little as 13GB VRAM.",530042,897,image-to-image,diffusers
Llama-3.1-8B,meta-llama,https://huggingface.co/meta-llama/Llama-3.1-8B,https://huggingface.co/meta-llama/Llama-3.1-8B,https://huggingface.co/api/organizations/meta-llama/avatar,Llama-3.1-8B is an AI model published by meta-llama and hosted on Hugging Face.,529349,2411,text-generation,transformers
Qwen3.6-27B-MLX-8bit,lmstudio-community,https://huggingface.co/lmstudio-community/Qwen3.6-27B-MLX-8bit,https://huggingface.co/lmstudio-community/Qwen3.6-27B-MLX-8bit,https://huggingface.co/api/organizations/lmstudio-community/avatar,_👾 [LM Studio](https://lmstudio.ai) Community models highlights program. Highlighting new & noteworthy models by the community. Join the conversation on [Discord](https://discord.gg/aPQfnNkxGC)_.,529241,16,image-text-to-text,transformers
gemma-4-E2B-it-qat-GGUF,unsloth,https://huggingface.co/unsloth/gemma-4-E2B-it-qat-GGUF,https://huggingface.co/unsloth/gemma-4-E2B-it-qat-GGUF,https://huggingface.co/api/organizations/unsloth/avatar,"<div> <p style=""margin: 0 0 0px 0; margin-top: 0px;""> <em>See <a href=""https://unsloth.ai/docs/basics/unsloth-dynamic-v2.0-gguf"">Unsloth Dynamic 2.0 GGUFs</a> for our quantization benchmarks.</em> </p> <div style=""display: flex; gap: 5px; align-items: center; margin-bottom: 0px;""> <a href=""https://github.com/unslothai/unsloth/""> <img src=""https://github.com/unslothai/unsloth/raw/main/images/unsloth%20new%20logo.png"" width=""133""> </a> <a href=""https://discord.gg/unsloth""> <img src=""https://github",529122,72,any-to-any,transformers
potion-base-8M,minishlab,https://huggingface.co/minishlab/potion-base-8M,https://huggingface.co/minishlab/potion-base-8M,https://huggingface.co/api/organizations/minishlab/avatar,"<div align=""center""> <img width=""35%"" alt=""Model2Vec logo"" src=""https://raw.githubusercontent.com/MinishLab/model2vec/main/assets/images/logo_v2.png""> </div>",528783,79,,model2vec
gemma-4-26B-A4B-it-qat-q4_0-gguf,google,https://huggingface.co/google/gemma-4-26B-A4B-it-qat-q4_0-gguf,https://huggingface.co/google/gemma-4-26B-A4B-it-qat-q4_0-gguf,https://huggingface.co/api/organizations/google/avatar,"<div align=""center""> <img src=https://ai.google.dev/gemma/images/gemma4_banner.png> </div>",528711,157,image-text-to-text,transformers
sam-vit-base,facebook,https://huggingface.co/facebook/sam-vit-base,https://huggingface.co/facebook/sam-vit-base,https://huggingface.co/api/organizations/facebook/avatar,"<p> <img src=""https://huggingface.co/datasets/huggingface/documentation-images/resolve/main/transformers/model_doc/sam-architecture.png"" alt=""Model architecture""> <em> Detailed architecture of Segment Anything Model (SAM).</em> </p>",528508,173,mask-generation,transformers
Meta-Llama-3-8B,meta-llama,https://huggingface.co/meta-llama/Meta-Llama-3-8B,https://huggingface.co/meta-llama/Meta-Llama-3-8B,https://huggingface.co/api/organizations/meta-llama/avatar,Meta-Llama-3-8B is an AI model published by meta-llama and hosted on Hugging Face.,527849,6640,text-generation,transformers
en_PP-OCRv5_mobile_rec,PaddlePaddle,https://huggingface.co/PaddlePaddle/en_PP-OCRv5_mobile_rec,https://huggingface.co/PaddlePaddle/en_PP-OCRv5_mobile_rec,https://huggingface.co/api/organizations/PaddlePaddle/avatar,en_PP-OCRv5_mobile_rec is one of the PP-OCRv5_rec that are the latest generation text line recognition models developed by PaddleOCR team. It aims to efficiently and accurately support the recognition of English. The key accuracy metrics are as follow:,526993,3,image-to-text,PaddleOCR
Cosmos-Reason2-8B,nvidia,https://huggingface.co/nvidia/Cosmos-Reason2-8B,https://huggingface.co/nvidia/Cosmos-Reason2-8B,https://huggingface.co/api/organizations/nvidia/avatar,Cosmos-Reason2-8B is an AI model published by nvidia and hosted on Hugging Face.,526961,215,image-text-to-text,cosmos
macbert4csc-base-chinese,shibing624,https://huggingface.co/shibing624/macbert4csc-base-chinese,https://huggingface.co/shibing624/macbert4csc-base-chinese,https://huggingface.co/api/organizations/shibing624/avatar,中文拼写纠错模型,524372,120,text-generation,transformers
gemma-2-9b-it-AWQ-INT4,hugging-quants,https://huggingface.co/hugging-quants/gemma-2-9b-it-AWQ-INT4,https://huggingface.co/hugging-quants/gemma-2-9b-it-AWQ-INT4,https://huggingface.co/api/organizations/hugging-quants/avatar,> [!IMPORTANT] > This repository is a community-driven quantized version of the original model [`google/gemma-2-9b-it`](https://huggingface.co/google/gemma-2-9b-it) which is the BF16 half-precision official version released by Google.,522919,10,text-generation,transformers
gemma-4-E4B,google,https://huggingface.co/google/gemma-4-E4B,https://huggingface.co/google/gemma-4-E4B,https://huggingface.co/api/organizations/google/avatar,"<div align=""center""> <img src=https://ai.google.dev/gemma/images/gemma4_banner.png> </div>",522189,407,any-to-any,transformers
Qwen3-VL-32B-Instruct-FP8,Qwen,https://huggingface.co/Qwen/Qwen3-VL-32B-Instruct-FP8,https://huggingface.co/Qwen/Qwen3-VL-32B-Instruct-FP8,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwenlm.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",521880,50,image-text-to-text,transformers
Qwen3.6-27B-MLX-4bit,lmstudio-community,https://huggingface.co/lmstudio-community/Qwen3.6-27B-MLX-4bit,https://huggingface.co/lmstudio-community/Qwen3.6-27B-MLX-4bit,https://huggingface.co/api/organizations/lmstudio-community/avatar,_👾 [LM Studio](https://lmstudio.ai) Community models highlights program. Highlighting new & noteworthy models by the community. Join the conversation on [Discord](https://discord.gg/aPQfnNkxGC)_.,521499,16,image-text-to-text,transformers
gemma-4-12B-it-FP8-Dynamic,RedHatAI,https://huggingface.co/RedHatAI/gemma-4-12B-it-FP8-Dynamic,https://huggingface.co/RedHatAI/gemma-4-12B-it-FP8-Dynamic,https://huggingface.co/api/organizations/RedHatAI/avatar,"<h1 align: center; style=""display: flex; align-items: center; gap: 10px; margin: 0;""> gemma-4-12B-it-FP8-Dynamic <img src=""https://www.redhat.com/rhdc/managed-files/Catalog-Validated_model_0.png"" alt=""Model Icon"" width=""40"" style=""margin: 0; padding: 0;"" /> </h1>",521299,5,any-to-any,transformers
wav2vec2-large-xlsr-japanese-hiragana,vumichien,https://huggingface.co/vumichien/wav2vec2-large-xlsr-japanese-hiragana,https://huggingface.co/vumichien/wav2vec2-large-xlsr-japanese-hiragana,https://huggingface.co/api/organizations/vumichien/avatar,"Fine-tuned [facebook/wav2vec2-large-xlsr-53](https://huggingface.co/facebook/wav2vec2-large-xlsr-53) on Japanese using the [Common Voice](https://huggingface.co/datasets/common_voice) and Japanese speech corpus of Saruwatari-lab, University of Tokyo [JSUT](https://sites.google.com/site/shinnosuketakamichi/publication/jsut). When using this model, make sure that your speech input is sampled at 16kHz. The model can be used directly (without a language model) as follows: ```python !pip install meca",520967,11,automatic-speech-recognition,transformers
e5-mistral-7b-instruct,intfloat,https://huggingface.co/intfloat/e5-mistral-7b-instruct,https://huggingface.co/intfloat/e5-mistral-7b-instruct,https://huggingface.co/api/organizations/intfloat/avatar,"[Improving Text Embeddings with Large Language Models](https://arxiv.org/pdf/2401.00368.pdf). Liang Wang, Nan Yang, Xiaolong Huang, Linjun Yang, Rangan Majumder, Furu Wei, arXiv 2024",520252,569,feature-extraction,sentence-transformers
wav2vec2-xlsr-khmer,gagan3012,https://huggingface.co/gagan3012/wav2vec2-xlsr-khmer,https://huggingface.co/gagan3012/wav2vec2-xlsr-khmer,https://huggingface.co/api/organizations/gagan3012/avatar,"Fine-tuned [facebook/wav2vec2-large-xlsr-53](https://huggingface.co/facebook/wav2vec2-large-xlsr-53) on Khmer using the [Common Voice](https://huggingface.co/datasets/common_voice), and [OpenSLR Kh](http://www.openslr.org/42/).",518157,2,automatic-speech-recognition,transformers
Ornith-1.5-35B-A3B-NVFP4,ornith-ai,https://huggingface.co/ornith-ai/Ornith-1.5-35B-A3B-NVFP4,https://huggingface.co/ornith-ai/Ornith-1.5-35B-A3B-NVFP4,https://huggingface.co/api/organizations/ornith-ai/avatar,"<img width=""600px"" src=""assets/ornith_logo.png"">",517490,45,text-generation,transformers
vakyansh-wav2vec2-sanskrit-sam-60,Harveenchadha,https://huggingface.co/Harveenchadha/vakyansh-wav2vec2-sanskrit-sam-60,https://huggingface.co/Harveenchadha/vakyansh-wav2vec2-sanskrit-sam-60,https://huggingface.co/api/organizations/Harveenchadha/avatar,vakyansh-wav2vec2-sanskrit-sam-60 is an AI model published by Harveenchadha and hosted on Hugging Face.,516724,4,automatic-speech-recognition,transformers
Qwen2.5-3B-Instruct-AWQ,Qwen,https://huggingface.co/Qwen/Qwen2.5-3B-Instruct-AWQ,https://huggingface.co/Qwen/Qwen2.5-3B-Instruct-AWQ,https://huggingface.co/api/organizations/Qwen/avatar,"Qwen2.5 is the latest series of Qwen large language models. For Qwen2.5, we release a number of base language models and instruction-tuned language models ranging from 0.5 to 72 billion parameters. Qwen2.5 brings the following improvements upon Qwen2:",515173,16,text-generation,transformers
hubert-base-ls960,facebook,https://huggingface.co/facebook/hubert-base-ls960,https://huggingface.co/facebook/hubert-base-ls960,https://huggingface.co/api/organizations/facebook/avatar,[Facebook's Hubert](https://ai.facebook.com/blog/hubert-self-supervised-representation-learning-for-speech-recognition-generation-and-compression),514710,75,feature-extraction,transformers
flan-t5-small,google,https://huggingface.co/google/flan-t5-small,https://huggingface.co/google/flan-t5-small,https://huggingface.co/api/organizations/google/avatar,"<img src=""https://huggingface.co/datasets/huggingface/documentation-images/resolve/main/transformers/model_doc/flan2_architecture.jpg"" alt=""drawing"" width=""600""/>",514642,493,,transformers
higgs-tts-2-3b-base,bosonai,https://huggingface.co/bosonai/higgs-tts-2-3b-base,https://huggingface.co/bosonai/higgs-tts-2-3b-base,https://huggingface.co/api/organizations/bosonai/avatar,"<div align=""center"" style=""display: flex; justify-content: center; margin-top: 10px; flex-wrap: wrap; gap: 8px;""> <a href=""https://boson.ai/blog/higgs-audio-v2""><img src='https://img.shields.io/badge/🚀-Launch Blogpost-228B22' style=""margin-right: 5px;""></a> <a href=""https://github.com/boson-ai/higgs-audio""><img src=""https://img.shields.io/badge/💻-Github%20Repo-9C276A"" style=""margin-right: 5px;""></a> <a href=""https://huggingface.co/spaces/smola/higgs_audio_v2""><img src=""https://img.shields.io/bad",513496,693,text-to-speech,transformers
wav2vec2-xls-r-300m-sk-cv8,comodoro,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-sk-cv8,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-sk-cv8,https://huggingface.co/api/organizations/comodoro/avatar,This model is a fine-tuned version of [facebook/wav2vec2-xls-r-300m](https://huggingface.co/facebook/wav2vec2-xls-r-300m) on the common_voice 8.0 dataset. It achieves the following results on the evaluation set:,511888,0,automatic-speech-recognition,transformers
open-vakgyata,onecxi,https://huggingface.co/onecxi/open-vakgyata,https://huggingface.co/onecxi/open-vakgyata,https://huggingface.co/api/organizations/onecxi/avatar,**Model Name:** open-vakgyata,510556,3,audio-classification,transformers
dino-vitb16,facebook,https://huggingface.co/facebook/dino-vitb16,https://huggingface.co/facebook/dino-vitb16,https://huggingface.co/api/organizations/facebook/avatar,"Vision Transformer (ViT) model trained using the DINO method. It was introduced in the paper [Emerging Properties in Self-Supervised Vision Transformers](https://arxiv.org/abs/2104.14294) by Mathilde Caron, Hugo Touvron, Ishan Misra, Hervé Jégou, Julien Mairal, Piotr Bojanowski, Armand Joulin and first released in [this repository](https://github.com/facebookresearch/dino).",509300,112,image-feature-extraction,transformers
Qwen3.5-122B-A10B-GGUF,unsloth,https://huggingface.co/unsloth/Qwen3.5-122B-A10B-GGUF,https://huggingface.co/unsloth/Qwen3.5-122B-A10B-GGUF,https://huggingface.co/api/organizations/unsloth/avatar,"<div> <p style=""margin-bottom: 0; margin-top: 0;""> <h1 style=""margin-top: 0rem;"">To run Qwen3.5 locally - <a href=""https://unsloth.ai/docs/models/qwen3.5"">Read our Guide!</a></h1> </p> <p style=""margin-top: 0;margin-bottom: 0;""> <em><a href=""https://unsloth.ai/docs/basics/unsloth-dynamic-v2.0-gguf"">Unsloth Dynamic 2.0</a> achieves superior accuracy & outperforms other leading quants.</em> </p> <div style=""margin-top: 0;display: flex; gap: 5px; align-items: center; ""> <a href=""https://github.com/",508371,298,image-text-to-text,transformers
gemma-4-E2B-it-qat-q4_0-gguf,google,https://huggingface.co/google/gemma-4-E2B-it-qat-q4_0-gguf,https://huggingface.co/google/gemma-4-E2B-it-qat-q4_0-gguf,https://huggingface.co/api/organizations/google/avatar,"<div align=""center""> <img src=https://ai.google.dev/gemma/images/gemma4_banner.png> </div>",508316,115,any-to-any,transformers
gemma-4-31B-it-assistant,google,https://huggingface.co/google/gemma-4-31B-it-assistant,https://huggingface.co/google/gemma-4-31B-it-assistant,https://huggingface.co/api/organizations/google/avatar,"<div align=""center""> <img src=https://ai.google.dev/gemma/images/gemma4_banner.png> </div>",508188,322,any-to-any,transformers
resnet34.a1_in1k,timm,https://huggingface.co/timm/resnet34.a1_in1k,https://huggingface.co/timm/resnet34.a1_in1k,https://huggingface.co/api/organizations/timm/avatar,A ResNet-B image classification model.,506210,2,image-classification,timm
llava-v1.6-mistral-7b-hf,llava-hf,https://huggingface.co/llava-hf/llava-v1.6-mistral-7b-hf,https://huggingface.co/llava-hf/llava-v1.6-mistral-7b-hf,https://huggingface.co/api/organizations/llava-hf/avatar,"The LLaVA-NeXT model was proposed in [LLaVA-NeXT: Improved reasoning, OCR, and world knowledge](https://llava-vl.github.io/blog/2024-01-30-llava-next/) by Haotian Liu, Chunyuan Li, Yuheng Li, Bo Li, Yuanhan Zhang, Sheng Shen, Yong Jae Lee. LLaVa-NeXT (also called LLaVa-1.6) improves upon [LLaVa-1.5](https://huggingface.co/transformers/main/model_doc/llava.html) by increasing the input image resolution and training on an improved visual instruction tuning dataset to improve OCR and common sense r",506075,314,image-text-to-text,transformers
audiobox-aesthetics,facebook,https://huggingface.co/facebook/audiobox-aesthetics,https://huggingface.co/facebook/audiobox-aesthetics,https://huggingface.co/api/organizations/facebook/avatar,This model has been pushed to the Hub using the [PytorchModelHubMixin](https://huggingface.co/docs/huggingface_hub/package_reference/mixins#huggingface_hub.PyTorchModelHubMixin) integration: - Code: https://github.com/facebookresearch/audiobox-aesthetics - Paper: https://huggingface.co/papers/2502.05139,505964,50,audio-classification,
Llama-3.2-1B-Instruct,unsloth,https://huggingface.co/unsloth/Llama-3.2-1B-Instruct,https://huggingface.co/unsloth/Llama-3.2-1B-Instruct,https://huggingface.co/api/organizations/unsloth/avatar,We have a free Google Colab Tesla T4 notebook for Llama 3.2 (3B) here: https://colab.research.google.com/drive/1T5-zKWM_5OD21QHwXHiV9ixTRR7k3iB9?usp=sharing,504417,101,text-generation,transformers
CLIP-ViT-H-14-laion2B-s32B-b79K,laion,https://huggingface.co/laion/CLIP-ViT-H-14-laion2B-s32B-b79K,https://huggingface.co/laion/CLIP-ViT-H-14-laion2B-s32B-b79K,https://huggingface.co/api/organizations/laion/avatar,1. [Model Details](#model-details) 2. [Uses](#uses) 3. [Training Details](#training-details) 4. [Evaluation](#evaluation) 5. [Acknowledgements](#acknowledgements) 6. [Citation](#citation) 7. [How To Get Started With the Model](#how-to-get-started-with-the-model),504012,471,zero-shot-image-classification,open_clip
zeta,zed-industries,https://huggingface.co/zed-industries/zeta,https://huggingface.co/zed-industries/zeta,https://huggingface.co/api/organizations/zed-industries/avatar,"<img src=""https://cdn-uploads.huggingface.co/production/uploads/644a8bc1cb1654dcb6e762f9/6296GYaJsrUBSAeUwUHvm.png"" width=""100"">",503686,421,,
